tvinsider.com,5,entertainment,55,27,5,0,1,6,0,0,3145296,1380500,103771,0,229,63676,0,0,302976,185810,14271,0,6729,30465,0,0,55,27,5,0,1,5,0,0,3145296,1380500,103771,0,229,261,0,0,302976,185810,14271,0,6729,29109,0,0,88234,5361743,128,286016,1060193,39,42,17,676576,17
dcist.com,4,uncategorized,81,35,2,0,0,8,0,0,2203359,1523765,49634,0,0,129867,0,0,133883,67868,4366,0,0,13723,0,0,81,35,2,0,0,8,0,0,2203359,1523765,49634,0,0,129867,0,0,133883,67868,4366,0,0,13723,0,0,29348,3325878,159,136094,949802,52,56,8,138096,8
liftable.com,2,newsandmedia,175,155,17,0,0,40,6,0,1028744,7726267,263924,0,0,732814,10729,0,471037,252665,9569,0,0,62046,11911,0,175,154,17,0,0,39,6,0,1028744,7666893,263924,0,0,531705,10729,0,471037,251984,9569,0,0,61803,11911,0,19144,9999623,475,558021,2604654,128,132,20,635868,20
cookingpanda.com,3,business,171,53,12,0,0,27,6,0,13549686,2383612,152142,0,0,399172,28348,0,308073,83415,11273,0,0,48510,13883,0,170,52,11,0,0,26,6,0,13537463,2279455,144069,0,0,354980,28348,0,306255,81829,10219,0,0,48335,13883,0,44071,16593280,408,485951,12994717,126,133,20,509696,20
submitsecurity.com,5,uncategorized,22,0,1,0,0,1,0,0,183694,0,3629,0,0,7886,0,0,65258,0,2704,0,0,1887,0,0,22,0,1,0,0,0,0,0,183694,0,3629,0,0,0,0,0,65258,0,2704,0,0,0,0,0,19263,195209,24,0,0,0,2,0,0,0
trustpilot.com,1,newsandmedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9008,1141,1,0,0,0,2,0,0,0
frbsf.org,5,education,17,13,2,0,0,1,0,0,795409,564748,123709,0,0,51202,0,0,114386,77452,7360,0,0,2854,0,0,17,13,2,0,0,0,0,0,795409,564748,123709,0,0,0,0,0,114386,77452,7360,0,0,0,0,0,69723,1664995,37,53766,113844,9,11,5,163800,5
maizenbrew.com,4,uncategorized,4,13,3,0,0,1,0,0,94459,616402,1576353,0,0,181214,0,0,39212,125323,14447,0,0,1392,0,0,3,11,1,0,0,0,0,0,65063,609961,8682,0,0,0,0,0,23980,109118,6937,0,0,0,0,0,21799,2468428,22,83033,240696,8,16,0,0,0
dobizlo.com,4,uncategorized,10,10,4,0,0,5,0,0,17119,572120,162290,0,0,15294,0,0,59435,44226,17212,0,0,5079,0,0,9,8,4,0,0,5,0,0,16876,565919,162290,0,0,15294,0,0,50456,38196,17212,0,0,5079,0,0,50688,1108250,43,64306,134995,8,14,8,341464,8
cinarra.com,2,uncategorized,38,6,12,0,0,1,1,0,2273087,621307,290703,0,0,38648,2688,0,336501,72268,23496,0,0,438,18099,0,38,6,12,0,0,1,1,0,2273087,621307,290703,0,0,38648,2688,0,336501,72268,23496,0,0,438,18099,0,98445,5505357,72,69868,348855,5,7,11,2278924,11
legalcontracts.com,5,education,14,16,3,0,0,2,0,0,45467,653490,145550,0,0,51695,0,0,32594,53651,15171,0,0,3904,0,0,14,16,3,0,0,1,0,0,45467,653490,145550,0,0,0,0,0,32594,53651,15171,0,0,198,0,0,19715,947934,44,11614,74117,8,10,5,51821,5
